,ground ginger,light brown sugar,fresh basil,onion powder,lemons,bay leaf,vinegar,dried thyme,cumin,oregano,fresh ground pepper,sesame oil,ground nutmeg,bay leaves,bananas,shredded cheddar cheese,whole milk,red bell pepper,chicken,boiling water,whole wheat flour,crushed red pepper flakes,thyme,fresh lime juice,whipping cream,shortening,apples,fresh thyme,low - fat milk,white wine,lemon zest,chicken breasts,diced tomatoes,breadcrumbs,strawberries,curry powder,basil,cold water,red pepper flakes,white pepper,red bell peppers,green peppers,shrimp,semi - sweet chocolate chips,dry mustard,dried basil,pure vanilla extract,salsa,ground cloves,cooking spray,black beans,chives,garlic salt,warm water,half - and - half,green bell pepper,cider vinegar,feta cheese,monterey jack cheese,almond extract,barbecue sauce,cherry tomatoes,hot sauce,peanut butter,chocolate chips,maple syrup,celery ribs,nuts,lime,sharp cheddar cheese,green pepper,yellow onion,sesame seeds,dark brown sugar,flat leaf parsley,bread,white vinegar,green bell peppers,evaporated milk,molasses,white wine vinegar,cabbage,cocoa powder,almonds,corn,cream,heavy whipping cream,egg yolk,ice,capers,pine nuts,cake flour,orange zest,fresh rosemary,flour tortillas,fresh basil leaves,cucumbers,plain yogurt,fresh parsley leaves,unsweetened cocoa powder,lean ground beef,shallot,avocado,hot water,lettuce,apple cider vinegar,red wine,cloves,peanut oil,red peppers,italian seasoning,fresh mushrooms,ground coriander,black olives,fresh chives,cayenne,yellow onions,sweet potatoes,egg white,rice vinegar,beef broth,sweetened condensed milk,ham,Tabasco sauce,spinach,plum tomatoes,swiss cheese,salt and black pepper,rosemary,cornmeal,rice,limes,cooked chicken,banana,cocoa,ricotta cheese,avocados,blueberries,cooked rice,low sodium chicken broth,seasoning salt,coconut milk,broccoli,turmeric,orange,ice cubes,green beans,cucumber,leeks,rolled oats,red pepper,bell peppers,light corn syrup,of fresh mint,fresh dill,vanilla ice cream,green chilies,skim milk,sliced almonds,salt & pepper,sliced mushrooms,coarse salt,ground allspice,vodka,oranges,bread flour,semisweet chocolate,asparagus,boneless skinless chicken breast halves,allspice,jalapenos,fish sauce,active dry yeast,pasta,basil leaves,red potatoes,cream of tartar,frozen peas,cumin seeds,panko breadcrumbs,slivered almonds,dried cranberries,parmigiano - reggiano cheese,whipped cream,beer,corn tortillas,Philadelphia Cream Cheese,sake,blue cheese,mustard,pineapple juice,romaine lettuce,brandy,vegetable broth,dried parsley,applesauce,graham cracker crumbs,Granny Smith apples,caster sugar,cream of mushroom soup,jalapeno peppers,coconut,cracked black pepper,Greek yogurt,plain flour,vegetable stock,crushed pineapple,goat cheese,bittersweet chocolate,hot pepper sauce,spaghetti,white bread,icing sugar,salt & fresh ground pepper,dry red wine,cooking oil,apple,broccoli florets,mirin,low - fat sour cream,dry sherry,salmon fillets,chickpeas,fresh strawberries,cauliflower,whole cloves,crushed tomatoes,beef stock,butternut squash,celery seeds,ground pork,fresh flat - leaf parsley,fresh thyme leaves,vegetable shortening,cinnamon sticks,jalapeno pepper,lemon peel,apple juice,fresh spinach,peaches,Cool Whip,jalapeno,Velveeta cheese,gingerroot,rum,white onion,ground turkey,kalamata olives,fennel seeds,Baby Spinach,cream of chicken soup,roasted red peppers,creamy peanut butter,chopped tomatoes,coriander,French bread,hard - boiled eggs,beef,frozen chopped spinach,sun - dried tomatoes,yeast,russet potatoes,nonfat milk,fresh oregano,Cool Whip Topping,black peppercorns,golden raisins,dried rosemary,fresh mint leaves,pork tenderloin,olives,prosciutto,dates,peanuts,cottage cheese,yogurt,prepared mustard,pumpkin,white onions,tortilla chips,white chocolate,fresh orange juice,seasoning,pineapple,roma tomatoes,chocolate,potato,dried apricots,sherry wine,cilantro leaves,vanilla bean,low sodium soy sauce,diced onions,leek,kidney beans,raspberries,eggplants,mint leaves,yellow cornmeal,cinnamon stick,green onion,smoked paprika,rice wine vinegar,dry breadcrumbs,unbleached all - purpose flour,fresh cilantro leaves,pumpkin puree,fresh coarse ground black pepper,frozen corn,flaked coconut,mint,spaghetti sauce,coriander seeds,dark rum,button mushrooms,apple cider,coconut oil,oats,pumpkin pie spice,nonstick cooking spray,bell pepper,Bourbon,crabmeat,hoisin sauce,ground pepper,yukon gold potatoes,Italian dressing,caraway seeds,creme fraiche,chili sauce,unsweetened chocolate,grape tomatoes,miniature marshmallows,maraschino cherries,poppy seeds,sherry wine vinegar,eggplant,garam masala,elbow macaroni,ice water,lettuce leaves,mangoes,chicken thighs,pork,arugula,ground red pepper,large shrimp,oyster sauce,dill,sweet onion,dark chocolate,celery salt,radishes,sage,baby carrots,corn syrup,fresh blueberries,lime zest,kale,oatmeal,pork chops,ground cardamom,red food coloring,scallion,old fashioned oats,sweet onions,tomato puree,white rice,baby spinach leaves,green olives,spring onions,pecan halves,provolone cheese,boneless chicken breasts,hazelnuts,fresh gingerroot,ground turmeric,cooked ham,mustard seeds,yellow squash,marshmallows,orange peel,peppercorns,fresh raspberries,celery rib,shredded coconut,lasagna noodles,lemon wedges,light cream,medium shrimp,prepared horseradish,turkey,soymilk,tomato juice,fresh breadcrumbs,artichoke hearts,gruyere cheese,sunflower seeds,quinoa,yellow cake mix
cinnamon stick,12,7,0,1,20,32,4,5,14,2,4,4,8,30,3,0,20,2,15,9,0,5,0,0,3,0,7,3,1,2,17,2,2,2,4,8,3,6,3,2,4,1,2,2,0,2,5,0,12,1,0,3,0,0,6,1,11,2,1,1,0,0,1,1,1,8,1,0,8,1,0,10,3,8,4,1,6,2,3,3,3,2,2,9,1,3,1,0,1,0,3,2,14,4,0,3,1,5,1,0,0,3,1,2,0,10,20,48,5,1,0,0,12,0,0,6,9,7,2,3,5,7,0,1,1,8,0,1,0,1,5,7,0,1,1,2,1,2,2,7,0,10,0,24,17,2,0,0,2,1,3,0,0,4,0,1,9,0,7,2,1,3,7,6,16,0,2,1,1,7,2,5,0,0,1,1,1,2,23,0,4,2,0,2,3,1,0,0,0,0,5,0,7,4,0,0,0,12,8,0,1,3,2,5,0,7,0,0,8,1,0,2,1,2,13,1,5,0,2,0,5,0,13,1,2,77,1,5,7,1,0,2,1,0,5,2,5,9,0,1,0,0,0,10,4,3,0,0,11,0,0,0,0,3,13,1,1,6,0,0,0,0,0,3,0,20,9,2,4,0,0,0,5,4,0,9,1,4,1,0,0,5,0,1,0,1,0,11,3,5,10,2,3,2,1,1,1,7,1,0,2,0,0,0,1,3,0,0,1,2,1,0,23,7,2,15,1,0,0,0,0,1,0,4,1,1,0,5,3,1,1,1,1,0,1,1,2,16,0,1,0,0,5,2,1,0,0,1,0,1,1,0,1,0,1,1,5,0,1,0,0,8,0,1,0,0,3,3,0,1,2,0,0,0,1,6,10,0,5,1,0,2,10,0,1,2,0,2,0,1,0,3,0,1,0,1,0,0,1,0
green onion,4,0,7,3,5,3,10,3,5,1,0,40,1,1,0,5,0,7,6,2,0,17,3,7,1,0,1,0,0,5,3,11,3,1,0,10,3,3,4,10,8,1,11,0,3,4,0,10,0,10,5,3,4,1,1,4,3,5,8,0,12,4,3,3,0,0,1,0,9,5,2,0,16,0,0,6,3,2,0,0,4,10,0,0,5,2,1,2,0,1,0,0,1,3,11,2,6,2,2,0,2,6,6,1,12,2,0,2,10,8,3,4,0,4,2,0,3,0,5,16,3,0,3,4,3,4,4,3,2,0,6,1,6,0,0,1,5,0,8,1,3,1,2,1,0,1,1,8,3,1,7,2,0,3,6,0,0,0,3,1,1,0,2,0,0,0,0,2,2,1,2,2,0,1,2,5,0,4,0,6,1,2,0,0,0,2,3,22,1,1,1,4,1,1,2,0,0,0,0,1,0,0,0,0,2,2,0,1,0,4,2,4,0,3,0,5,0,6,15,5,10,3,1,0,0,0,0,0,0,4,8,0,0,0,0,3,2,5,3,1,0,6,1,7,1,1,2,2,0,1,2,5,1,1,1,1,2,3,0,1,0,3,0,0,0,0,0,1,0,3,0,0,0,1,1,0,3,1,4,0,0,5,1,3,3,0,0,0,3,3,0,7,0,4,0,0,1,0,1,2,0,2,3,2,0,3,0,4,3,2,0,0,2,0,2,1,1,0,0,1,3,0,5,6,1,0,2,0,0,1,0,4,0,0,1,0,0,3,0,0,2,4,1,9,0,5,5,9,2,1,0,1,2,0,0,1,0,0,3,0,0,0,0,0,0,1,1,4,2,2,0,0,1,1,0,1,0,4,1,0,0,1,1,0,1,1,1,0,0,3,0,2,1,0,1,1,2,1,3,0
smoked paprika,8,10,3,42,3,9,2,17,34,6,13,1,2,17,0,3,4,12,7,0,1,8,11,5,0,0,3,5,1,10,4,7,8,8,0,3,2,0,18,8,7,1,3,0,8,2,0,7,6,9,9,11,6,1,5,10,11,7,10,0,12,9,17,1,0,6,6,1,9,5,4,14,1,15,9,3,5,1,3,6,6,3,0,1,8,0,1,2,0,1,2,1,2,6,4,2,1,2,5,1,2,17,9,3,3,19,6,0,5,8,3,0,14,3,3,10,15,9,4,3,5,0,2,6,2,5,3,1,6,4,5,7,3,0,0,2,3,0,0,9,4,2,0,7,0,1,3,0,3,1,7,3,0,3,2,0,3,1,0,3,1,4,5,0,2,1,0,1,1,2,2,0,2,2,1,4,0,4,6,8,0,0,0,0,5,8,1,0,0,7,0,2,2,6,4,0,0,3,1,0,5,0,19,8,3,4,0,5,0,1,2,3,0,5,1,3,0,2,0,0,2,3,8,0,2,0,6,6,4,7,5,1,1,1,1,4,3,4,3,0,0,4,2,0,0,4,7,1,4,3,0,6,0,8,8,3,1,2,2,5,0,8,0,4,0,2,0,1,1,3,3,2,0,1,1,1,1,3,1,3,0,0,3,0,6,0,1,3,0,6,0,1,2,5,3,0,1,2,1,0,2,0,2,0,0,4,0,2,1,0,4,2,2,1,3,1,3,0,0,2,7,3,1,1,4,1,1,5,1,2,0,4,0,0,0,8,1,3,2,0,0,1,6,1,2,3,4,0,1,3,0,5,3,1,2,0,0,2,8,0,4,1,0,0,1,0,3,3,4,4,0,1,1,1,1,0,2,0,1,2,0,1,1,0,1,0,1,1,0,1,1,2,0,0,1,0,1,0,0,0
rice wine vinegar,6,12,7,7,5,3,1,5,1,0,10,120,0,3,0,0,0,27,2,3,0,20,2,27,0,0,0,2,0,4,4,11,5,1,3,6,3,3,28,9,13,1,11,0,4,1,0,1,0,4,1,4,2,4,0,3,2,2,1,0,5,4,4,8,0,2,2,0,8,0,1,2,40,5,2,0,1,4,0,4,1,6,0,2,0,0,0,1,1,0,1,1,5,0,2,6,21,0,6,0,2,8,10,3,8,4,1,1,32,5,0,2,3,1,3,7,6,0,1,3,2,0,0,5,9,1,0,3,1,0,3,5,6,1,0,0,6,0,4,1,0,4,6,1,3,0,4,15,3,0,6,3,0,9,1,0,0,0,3,0,2,2,1,0,0,1,0,6,0,0,3,29,0,0,5,0,0,1,2,4,2,0,0,1,0,0,0,5,1,4,6,6,0,2,2,0,0,2,0,0,2,0,4,2,0,1,0,1,0,5,0,1,0,2,1,4,0,5,25,0,5,6,2,0,4,1,0,1,0,0,1,1,2,0,1,3,0,2,4,0,0,6,0,10,0,0,1,2,1,2,0,0,3,1,1,0,2,4,0,1,0,0,0,1,0,2,1,1,13,2,1,2,0,9,0,0,0,0,3,0,0,5,0,6,1,0,0,0,2,15,0,26,0,0,0,0,2,6,0,0,3,2,0,0,0,14,0,1,0,0,2,0,9,0,2,0,5,0,0,0,3,0,1,21,2,0,0,0,0,8,0,1,0,0,3,2,1,0,0,0,4,4,6,2,3,3,1,11,0,1,0,1,4,1,3,0,0,3,4,0,0,1,0,6,0,1,0,1,3,1,3,0,0,4,1,10,1,0,4,3,0,0,0,0,0,0,0,2,0,3,0,3,0,1,0,0,0,3,0,0
dry breadcrumbs,8,0,10,5,5,5,6,16,4,7,8,0,13,1,0,11,0,3,3,1,1,4,8,3,0,2,3,9,12,5,2,4,3,4,0,6,4,3,5,10,11,9,4,0,16,19,0,8,2,16,1,0,9,0,7,2,3,5,5,1,7,1,5,1,0,1,1,0,0,7,4,4,4,3,5,1,1,5,3,2,2,2,0,1,1,1,0,3,0,5,2,0,2,3,0,1,2,2,0,0,22,1,0,0,2,0,1,3,2,4,6,13,1,0,2,3,3,1,9,0,4,0,5,4,3,4,5,3,3,1,0,0,2,0,0,6,2,0,2,1,11,0,3,0,2,0,1,1,3,0,1,0,0,1,3,0,0,8,1,3,5,0,2,0,1,0,0,0,12,5,0,0,0,1,1,1,2,3,1,0,0,1,4,1,0,0,1,0,0,2,1,2,3,0,11,3,0,0,0,5,1,0,1,0,4,0,1,0,1,3,6,2,0,8,2,2,1,0,0,6,1,1,3,0,6,1,2,4,0,2,9,1,1,0,0,4,0,1,3,0,0,0,2,0,0,1,14,1,5,1,2,2,1,3,1,1,0,0,7,0,0,1,2,2,0,0,1,6,0,2,0,1,0,0,1,1,7,1,0,0,0,0,5,1,0,0,0,1,1,0,1,1,1,0,1,0,4,0,3,0,2,0,0,0,0,0,1,1,0,0,2,5,1,0,2,0,0,2,0,2,1,0,6,1,3,1,1,1,0,2,0,1,0,0,1,0,8,0,3,0,4,1,2,0,1,3,1,0,2,1,0,6,0,7,1,0,0,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,8,3,0,0,0,4,0,1,0,0,0,0,1,0,0,7,5,0,6,0,0,1,2,1,1,0,0,0
unbleached all - purpose flour,11,41,3,1,11,2,2,3,1,1,4,1,16,3,16,1,19,2,1,3,29,0,1,1,3,5,10,3,7,0,17,0,1,0,5,1,1,10,1,2,0,0,3,17,1,4,36,1,17,5,0,0,0,32,4,0,2,4,3,19,1,1,0,3,9,12,1,4,0,3,0,3,4,14,2,0,3,3,2,11,0,0,9,6,1,7,7,18,0,0,0,4,4,5,0,2,0,2,5,9,0,0,0,7,1,5,1,1,2,1,0,2,0,0,2,1,1,0,5,0,0,1,1,0,0,0,0,0,4,14,0,0,0,0,3,5,0,5,0,6,1,0,1,0,4,0,0,0,2,11,1,1,7,1,0,2,1,2,1,0,0,4,1,2,1,2,11,0,0,2,0,0,50,1,2,1,5,3,1,3,2,4,2,3,3,0,1,1,1,0,0,0,9,1,3,2,0,5,0,0,1,0,3,2,0,0,0,2,5,0,0,1,2,1,0,1,1,0,1,0,1,1,1,4,0,0,0,0,0,0,1,1,2,10,1,0,3,1,0,3,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,6,2,0,2,0,0,5,0,1,1,1,2,0,0,2,0,2,0,1,0,3,4,0,0,0,0,2,5,0,0,11,0,0,0,0,3,1,0,10,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,1,4,0,1,2,0,0,0,0,0,0,0,3,2,0,5,0,0,1,4,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,4,1,0,0,0,5,2,3,7,1,1,0,1,0,0,2,0,0,2,0,0,0,0,1,0,2,0,3,0,4,0,1,0,1,1,0,5,0,0,0,1,1,0,0
fresh cilantro leaves,5,7,3,9,10,4,0,7,9,3,12,23,2,6,1,4,5,24,7,2,0,19,0,57,0,0,0,4,0,5,4,5,12,2,1,11,1,3,7,6,22,0,19,0,1,1,0,10,3,7,16,1,3,4,1,6,6,6,14,0,6,6,12,1,0,1,6,0,37,3,3,13,2,5,8,1,5,10,0,2,6,0,0,3,19,0,0,0,2,0,6,0,6,2,13,10,14,8,7,0,1,5,22,2,6,5,3,4,20,2,1,1,22,0,0,7,13,5,2,16,2,0,2,4,0,14,1,13,0,5,3,23,4,1,0,0,13,0,3,6,0,7,2,2,4,2,5,3,1,0,5,1,0,1,0,0,4,0,0,0,1,6,4,1,0,0,1,1,6,3,16,15,0,0,1,2,0,1,13,6,2,1,1,0,3,13,0,1,0,1,6,5,0,1,0,0,0,1,0,0,10,0,4,7,0,2,2,3,1,6,1,0,0,4,0,0,0,0,2,0,1,7,2,0,3,2,4,1,3,0,2,1,6,1,1,21,0,0,1,0,0,28,0,1,0,8,2,2,2,4,0,1,5,4,1,0,4,0,0,2,2,0,0,2,0,4,3,0,28,6,3,0,0,6,0,2,0,0,8,8,0,6,5,4,5,0,0,1,1,3,0,8,3,1,2,0,2,1,4,3,3,4,14,0,0,0,0,2,2,0,0,0,6,1,4,0,1,0,0,1,2,4,3,11,0,3,1,0,3,1,3,5,0,0,0,4,0,4,0,0,1,7,4,3,1,1,6,0,0,1,0,1,8,0,1,0,1,9,0,0,0,1,0,5,0,2,0,2,2,3,0,0,0,3,0,5,4,0,1,3,0,1,0,0,0,1,1,0,0,5,3,1,1,2,1,0,0,1,2,0
pumpkin puree,85,29,2,2,1,0,1,1,3,1,3,0,67,2,4,2,12,0,1,1,23,0,2,0,12,6,6,0,2,1,1,0,3,1,0,6,2,3,0,1,1,0,1,7,0,0,26,0,61,8,5,2,0,2,8,0,1,0,1,1,0,0,1,1,10,15,2,6,0,1,0,3,1,11,0,3,1,0,21,10,0,0,3,2,0,6,8,4,1,0,1,3,5,0,0,0,0,5,0,2,0,1,0,0,0,1,1,20,0,0,0,0,0,0,1,3,0,0,9,0,3,10,0,0,0,0,0,1,0,6,0,0,0,10,2,4,0,2,0,4,0,2,0,1,2,4,0,0,0,10,0,1,1,1,0,6,0,6,0,0,0,1,21,1,0,4,5,0,1,21,0,0,1,2,1,0,1,0,2,1,1,9,3,4,1,2,3,0,0,0,1,0,6,2,1,9,9,0,1,0,0,0,1,2,1,2,3,0,1,0,0,1,0,1,0,0,2,0,0,0,3,0,0,0,0,1,0,0,2,0,0,1,1,2,1,0,1,6,0,0,2,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,4,1,0,0,1,0,0,0,2,2,0,2,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,1,3,0,0,0,1,1,0,0,0,3,0,3,5,4,99,2,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,1,0,0,0,1,0,2,2,0,3,1,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,10
fresh coarse ground black pepper,6,7,11,18,11,11,6,15,6,7,1,6,1,12,0,3,0,5,2,1,0,6,7,5,2,2,3,15,0,6,10,9,8,2,1,3,5,3,7,6,4,2,5,0,12,10,0,0,5,8,3,6,4,4,3,8,8,9,1,0,4,4,8,0,0,0,4,0,4,5,2,3,3,12,2,0,3,3,0,7,4,3,0,3,3,1,2,2,1,3,3,1,0,16,2,4,4,2,10,0,11,5,3,1,2,6,2,4,0,3,7,4,6,2,10,6,3,1,1,2,5,0,1,0,1,8,2,3,5,0,0,5,2,0,0,2,4,1,2,5,6,0,1,2,4,1,1,2,3,0,2,1,0,1,7,0,0,0,1,1,4,14,3,1,2,2,0,2,6,2,3,3,1,2,9,2,0,4,2,3,0,2,5,0,2,0,0,6,8,2,0,2,2,3,4,0,0,2,1,2,3,0,0,1,1,0,0,4,0,5,1,3,0,2,8,3,1,0,1,3,1,3,0,0,1,1,1,4,4,2,1,3,6,1,4,3,2,1,2,0,0,0,0,0,0,3,3,5,8,1,0,3,0,1,2,1,1,1,2,2,0,0,0,8,0,1,1,7,1,6,5,4,1,0,1,0,0,0,0,1,0,1,4,0,2,0,1,0,0,2,0,3,1,2,0,1,0,2,1,0,4,2,1,1,1,2,0,0,0,0,1,0,5,0,2,3,0,0,0,2,0,2,0,0,0,2,0,1,1,1,0,3,0,0,0,4,3,1,3,0,3,2,4,2,2,3,1,1,1,1,0,3,0,0,0,0,0,1,1,0,2,0,0,1,0,2,1,3,2,2,0,0,4,0,1,0,2,0,5,2,0,2,1,0,2,0,2,2,0,0,6,1,2,0,1,1,1,0,0,0
frozen corn,2,0,4,7,2,7,6,6,34,6,7,1,1,9,0,16,4,22,8,0,1,1,4,5,5,1,0,9,1,2,0,10,21,2,0,8,1,2,1,4,14,11,1,0,1,6,0,29,2,1,61,2,6,0,5,11,1,0,19,0,7,2,12,0,0,0,7,0,7,7,15,5,0,1,0,0,3,8,3,0,2,4,0,0,0,1,4,0,0,0,0,0,0,2,12,0,1,0,1,0,11,2,6,4,5,3,0,0,0,8,4,2,3,7,2,4,2,0,0,0,7,0,1,7,3,1,0,2,0,14,1,4,8,1,0,2,11,0,7,8,3,1,2,0,0,0,3,3,1,0,16,9,0,0,0,0,15,3,1,4,3,0,3,0,0,0,0,0,2,1,8,2,0,1,2,8,1,14,2,0,1,3,1,0,2,18,4,0,0,0,0,6,0,3,7,0,0,0,0,4,6,0,0,1,0,3,0,2,0,6,1,0,0,4,0,2,0,3,0,0,1,1,6,0,2,1,7,1,2,1,5,3,1,0,0,15,0,0,1,0,0,8,3,0,0,6,7,0,1,1,3,1,0,3,2,0,1,3,1,0,0,1,0,3,0,0,0,1,0,1,1,1,0,1,1,1,0,0,4,11,0,0,3,1,2,0,6,0,1,3,0,0,3,4,10,0,0,0,6,1,3,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,2,0,1,4,6,0,0,0,0,6,0,0,0,0,0,0,3,1,2,1,0,1,1,2,0,0,1,4,0,1,1,2,6,0,0,1,0,0,0,0,0,0,2,1,0,2,0,3,0,0,0,1,0,0,0,5,0,1,0,0,0,0,7,0,1,0,0,3,0,0,1,1,0,1,1,0,3,0
flaked coconut,4,8,0,0,1,0,0,0,0,0,0,0,11,0,14,0,0,1,0,7,5,0,0,1,9,19,7,0,12,0,3,1,0,0,3,3,0,7,0,0,0,0,2,26,0,0,9,0,4,2,1,0,0,2,1,0,0,0,0,16,1,0,0,6,14,3,0,35,1,0,1,1,3,4,0,0,1,0,25,1,0,1,6,6,0,1,8,12,0,0,0,10,7,0,0,0,0,1,0,7,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,4,0,0,39,0,0,0,0,0,0,0,1,0,0,1,5,6,0,0,0,0,0,1,9,0,1,2,0,0,0,0,12,0,0,9,1,0,3,0,1,10,0,0,0,4,1,2,1,5,0,1,3,0,0,0,0,0,0,8,0,0,1,5,3,0,3,2,0,0,0,0,0,4,0,0,0,0,0,22,1,1,0,0,5,0,1,0,1,29,0,0,0,0,2,4,0,0,2,2,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,5,0,7,0,0,1,0,0,7,4,0,1,0,3,0,0,0,5,0,8,0,4,0,3,0,1,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,2,4,2,2,0,2,0,0,0,0,0,0,0,1,3,0,15,16,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,6,0,4,0,0,1,0,0,1,5,0,0,0,1,0,0,0,0,4,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,8,0,9
mint,5,2,1,2,19,7,2,0,18,7,11,3,1,8,5,0,1,3,5,10,3,13,12,18,2,0,3,2,0,5,14,2,1,6,20,3,24,8,5,3,8,2,3,0,2,0,0,1,1,2,0,9,2,3,0,2,4,15,0,0,0,8,1,0,0,2,2,1,14,0,2,4,4,1,23,1,0,4,0,0,8,1,0,1,1,1,2,3,8,8,12,2,2,1,1,1,17,11,0,2,0,11,3,1,4,1,1,6,4,1,0,0,6,4,1,6,2,2,4,3,1,1,0,1,7,2,0,7,9,1,1,14,1,1,1,2,2,8,0,2,0,3,1,5,6,5,3,17,4,0,3,2,0,11,2,0,3,0,4,1,0,0,2,1,8,0,0,4,0,4,2,14,0,2,3,0,2,5,11,0,1,1,4,1,0,0,0,1,0,0,2,2,4,5,0,0,0,6,7,0,3,1,2,13,3,6,0,5,0,0,1,2,2,1,0,2,1,0,0,1,3,1,8,1,2,2,1,2,1,0,4,0,2,0,4,1,2,0,2,3,1,6,0,2,9,4,0,2,3,0,0,2,2,2,16,1,3,2,0,3,0,0,0,2,0,1,1,0,4,2,2,1,4,3,0,8,0,1,3,0,1,2,1,4,1,0,0,1,1,5,2,1,1,2,0,10,4,8,0,1,0,4,2,2,0,0,0,1,0,1,0,0,3,1,0,0,0,1,0,0,0,4,2,4,1,2,0,1,2,4,1,2,0,0,0,5,0,8,0,1,2,5,1,0,4,0,6,0,7,3,0,0,2,2,4,0,0,5,1,0,0,1,0,0,0,0,0,2,2,4,6,0,0,0,0,0,3,0,2,1,0,0,4,3,1,1,0,4,1,2,0,0,0,1,2,1,0,0,6,0
spaghetti sauce,0,0,12,11,0,3,0,3,1,37,2,0,3,1,0,13,2,6,0,1,0,11,5,0,0,0,0,0,2,1,0,8,3,13,0,2,18,0,1,2,3,14,0,0,0,7,0,3,0,2,1,2,9,0,3,12,0,0,2,0,1,0,1,1,0,0,2,0,0,1,15,8,0,0,1,4,1,8,1,0,0,5,1,0,3,0,1,0,0,3,1,0,0,0,0,5,0,0,0,0,20,0,0,4,0,0,7,0,0,2,43,13,1,8,1,1,2,0,2,0,2,0,1,0,9,1,2,2,3,1,2,0,6,0,0,57,0,0,2,0,6,0,2,0,0,0,2,0,1,1,6,7,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,10,0,0,0,0,14,3,0,0,2,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,24,1,0,1,3,2,0,2,0,1,0,0,2,0,1,0,2,1,0,2,5,0,0,0,0,1,0,0,7,0,0,0,3,0,0,3,12,0,3,1,0,2,0,0,0,2,0,3,15,1,0,0,0,1,0,0,0,1,0,0,6,1,0,0,25,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,4,0,2,0,3,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,14,3,0,0,1,0,0,3,0,0,0,0,0,0,37,0,1,2,0,2,0,0,2,2,0,0,0,0
coriander seeds,15,9,0,2,15,23,3,4,15,6,16,5,7,47,2,0,0,7,5,4,0,15,13,13,1,0,5,10,0,6,8,5,2,1,1,11,4,2,9,6,5,0,8,0,5,1,0,3,4,3,0,7,0,0,2,1,12,2,2,0,2,2,3,0,0,2,3,0,9,0,1,5,10,9,9,2,6,2,0,5,18,2,0,6,3,1,0,0,2,3,5,0,5,6,2,0,2,14,3,1,3,12,2,6,0,5,5,30,14,2,0,1,1,0,1,11,4,5,1,2,1,0,2,1,4,4,1,1,4,0,2,5,0,1,0,0,1,1,1,6,0,20,1,39,8,0,1,3,2,0,2,4,0,5,7,0,4,0,3,1,1,11,5,3,6,1,0,2,1,2,4,8,0,0,2,1,0,0,136,0,1,0,1,1,5,3,0,0,1,1,1,0,1,2,0,0,0,1,0,0,3,2,6,3,1,3,0,1,0,0,0,2,0,1,4,0,1,1,0,0,4,4,6,2,10,30,2,3,3,12,1,6,3,2,16,5,0,1,3,1,0,5,0,11,0,4,1,1,54,2,0,1,1,5,1,0,0,1,0,1,0,2,0,4,0,68,5,0,0,8,4,1,1,1,0,4,2,1,5,0,0,2,1,1,3,0,0,9,1,10,3,0,0,1,1,0,3,5,0,23,2,2,9,1,0,6,0,5,0,0,3,0,0,3,1,3,1,0,0,1,0,0,0,2,0,1,0,17,5,2,0,1,0,0,3,8,1,16,0,2,0,4,5,3,4,3,4,0,3,0,1,2,0,0,3,1,0,2,0,0,0,7,1,2,0,1,3,2,0,1,0,0,0,2,5,6,19,0,30,0,0,4,16,0,1,2,0,3,1,3,1,1,0,0,0,0,0,1,0,0
